X1	Y1	X2	Y2	X3	Y3	
-3408.95	-1975.84	9.31	-2.08	4784.66	1942.63	
-3409.43	-1980.19	9.31	-2.07	4785.23	1945.52	
-3409.90	-1984.54	9.32	-2.07	4785.79	1948.41	
-3410.37	-1988.88	9.32	-2.07	4786.36	1951.30	
-3410.83	-1993.22	9.32	-2.06	4786.92	1954.19	
-3411.29	-1997.56	9.32	-2.06	4787.48	1957.08	
-3411.75	-2001.90	9.32	-2.05	4788.03	1959.97	
-3412.20	-2006.23	9.32	-2.05	4788.59	1962.85	
-3412.65	-2010.56	9.33	-2.05	4789.14	1965.74	
-3413.10	-2014.89	9.33	-2.04	4789.69	1968.62	
-3413.54	-2019.22	9.33	-2.04	4790.24	1971.51	
-3413.98	-2023.54	9.33	-2.04	4790.78	1974.39	
-3414.41	-2027.87	9.33	-2.03	4791.32	1977.27	
-3414.84	-2032.19	9.33	-2.03	4791.86	1980.15	
-3415.27	-2036.51	9.34	-2.02	4792.40	1983.03	
-3415.69	-2040.82	9.34	-2.02	4792.94	1985.91	
-3416.11	-2045.14	9.34	-2.02	4793.47	1988.78	
-3416.52	-2049.45	9.34	-2.01	4794.00	1991.66	
-3416.93	-2053.76	9.34	-2.01	4794.53	1994.53	
-3417.34	-2058.06	9.34	-2.01	4795.05	1997.41	
-3417.74	-2062.37	9.35	-2.00	4795.57	2000.28	
-3418.14	-2066.67	9.35	-2.00	4796.09	2003.15	
-3418.54	-2070.97	9.35	-2.00	4796.61	2006.02	
-3418.93	-2075.27	9.35	-1.99	4797.13	2008.89	
-3419.32	-2079.57	9.35	-1.99	4797.64	2011.76	
-3419.70	-2083.86	9.35	-1.98	4798.15	2014.63	
-3420.08	-2088.15	9.36	-1.98	4798.66	2017.50	
-3420.46	-2092.44	9.36	-1.98	4799.17	2020.36	
-3420.83	-2096.73	9.36	-1.97	4799.67	2023.23	
-3421.20	-2101.01	9.36	-1.97	4800.17	2026.09	
-3421.57	-2105.29	9.36	-1.97	4800.67	2028.96	
-3421.93	-2109.57	9.36	-1.96	4801.17	2031.82	
-3422.29	-2113.85	9.37	-1.96	4801.66	2034.68	
-3422.65	-2118.13	9.37	-1.95	4802.15	2037.54	
-3423.00	-2122.40	9.37	-1.95	4802.64	2040.40	
-3423.35	-2126.67	9.37	-1.95	4803.13	2043.26	
-3423.69	-2130.94	9.37	-1.94	4803.61	2046.11	
-3424.03	-2135.21	9.37	-1.94	4804.10	2048.97	
-3424.37	-2139.47	9.38	-1.94	4804.58	2051.82	
-3424.70	-2143.73	9.38	-1.93	4805.05	2054.68	
-3425.03	-2147.99	9.38	-1.93	4805.53	2057.53	
-3425.36	-2152.25	9.38	-1.93	4806.00	2060.38	
-3425.68	-2156.51	9.38	-1.92	4806.47	2063.23	
-3426.00	-2160.76	9.38	-1.92	4806.94	2066.08	
-3426.31	-2165.01	9.39	-1.91	4807.41	2068.93	
-3426.63	-2169.26	9.39	-1.91	4807.87	2071.78	
-3426.93	-2173.50	9.39	-1.91	4808.33	2074.63	
-3427.24	-2177.75	9.39	-1.90	4808.79	2077.47	
-3427.54	-2181.99	9.39	-1.90	4809.25	2080.32	
-3427.84	-2186.23	9.39	-1.90	4809.70	2083.16	
-3428.13	-2190.47	9.39	-1.89	4810.15	2086.00	
-3428.42	-2194.70	9.40	-1.89	4810.60	2088.85	
-3428.71	-2198.93	9.40	-1.88	4811.05	2091.69	
-3428.99	-2203.16	9.40	-1.88	4811.49	2094.53	
-3429.27	-2207.39	9.40	-1.88	4811.94	2097.36	
-3429.55	-2211.62	9.40	-1.87	4812.38	2100.20	
-3429.82	-2215.84	9.40	-1.87	4812.81	2103.04	
-3430.09	-2220.06	9.41	-1.87	4813.25	2105.87	
-3430.35	-2224.28	9.41	-1.86	4813.68	2108.71	
-3430.61	-2228.50	9.41	-1.86	4814.11	2111.54	
-3430.87	-2232.71	9.41	-1.86	4814.54	2114.37	
-3431.13	-2236.92	9.41	-1.85	4814.97	2117.21	
-3431.38	-2241.13	9.41	-1.85	4815.39	2120.04	
-3431.63	-2245.34	9.41	-1.84	4815.81	2122.87	
-3431.87	-2249.55	9.42	-1.84	4816.23	2125.69	
-3432.11	-2253.75	9.42	-1.84	4816.65	2128.52	
-3432.35	-2257.95	9.42	-1.83	4817.06	2131.35	
-3432.59	-2262.15	9.42	-1.83	4817.47	2134.17	
-3432.82	-2266.35	9.42	-1.83	4817.88	2137.00	
-3433.04	-2270.54	9.42	-1.82	4818.29	2139.82	
-3433.27	-2274.73	9.43	-1.82	4818.70	2142.64	
-3433.49	-2278.92	9.43	-1.82	4819.10	2145.46	
-3433.71	-2283.11	9.43	-1.81	4819.50	2148.28	
-3433.92	-2287.29	9.43	-1.81	4819.90	2151.10	
-3434.13	-2291.48	9.43	-1.81	4820.30	2153.92	
-3434.34	-2295.66	9.43	-1.80	4820.69	2156.74	
-3434.54	-2299.84	9.43	-1.80	4821.08	2159.55	
-3434.74	-2304.01	9.44	-1.79	4821.47	2162.37	
-3434.94	-2308.19	9.44	-1.79	4821.86	2165.18	
-3435.13	-2312.36	9.44	-1.79	4822.24	2168.00	
-3435.32	-2316.53	9.44	-1.78	4822.62	2170.81	
-3435.51	-2320.69	9.44	-1.78	4823.00	2173.62	
-3435.69	-2324.86	9.44	-1.78	4823.38	2176.43	
-3435.87	-2329.02	9.44	-1.77	4823.76	2179.24	
-3436.05	-2333.18	9.45	-1.77	4824.13	2182.05	
-3436.22	-2337.34	9.45	-1.77	4824.50	2184.85	
-3436.39	-2341.49	9.45	-1.76	4824.87	2187.66	
-3436.55	-2345.65	9.45	-1.76	4825.24	2190.46	
-3436.72	-2349.80	9.45	-1.75	4825.60	2193.27	
-3436.88	-2353.95	9.45	-1.75	4825.96	2196.07	
-3437.03	-2358.09	9.45	-1.75	4826.32	2198.87	
-3437.19	-2362.24	9.46	-1.74	4826.68	2201.67	
-3437.34	-2366.38	9.46	-1.74	4827.03	2204.47	
-3437.48	-2370.52	9.46	-1.74	4827.38	2207.27	
-3437.63	-2374.66	9.46	-1.73	4827.74	2210.07	
-3437.77	-2378.79	9.46	-1.73	4828.08	2212.86	
-3437.90	-2382.92	9.46	-1.73	4828.43	2215.66	
-3438.04	-2387.05	9.46	-1.72	4828.77	2218.45	
-3438.17	-2391.18	9.47	-1.72	4829.11	2221.25	
-3438.29	-2395.31	9.47	-1.72	4829.45	2224.04	
-3438.42	-2399.43	9.47	-1.71	4829.79	2226.83	
-3438.54	-2403.55	9.47	-1.71	4830.12	2229.62	
-3438.65	-2407.67	9.47	-1.70	4830.46	2232.41	
-3438.77	-2411.79	9.47	-1.70	4830.79	2235.20	
-3438.88	-2415.90	9.47	-1.70	4831.12	2237.98	
-3438.99	-2420.02	9.48	-1.69	4831.44	2240.77	
-3439.09	-2424.13	9.48	-1.69	4831.76	2243.55	
-3439.19	-2428.24	9.48	-1.69	4832.09	2246.34	
-3439.29	-2432.34	9.48	-1.68	4832.40	2249.12	
-3439.38	-2436.44	9.48	-1.68	4832.72	2251.90	
-3439.47	-2440.55	9.48	-1.68	4833.03	2254.68	
-3439.56	-2444.64	9.48	-1.67	4833.35	2257.46	
-3439.65	-2448.74	9.49	-1.67	4833.66	2260.24	
-3439.73	-2452.84	9.49	-1.67	4833.96	2263.02	
-3439.81	-2456.93	9.49	-1.66	4834.27	2265.79	
-3439.88	-2461.02	9.49	-1.66	4834.57	2268.57	
-3439.95	-2465.10	9.49	-1.66	4834.87	2271.34	
-3440.02	-2469.19	9.49	-1.65	4835.17	2274.12	
-3440.09	-2473.27	9.49	-1.65	4835.47	2276.89	
-3440.15	-2477.35	9.50	-1.64	4835.76	2279.66	
-3440.21	-2481.43	9.50	-1.64	4836.06	2282.43	
-3440.27	-2485.51	9.50	-1.64	4836.35	2285.20	
-3440.32	-2489.58	9.50	-1.63	4836.63	2287.97	
-3440.37	-2493.65	9.50	-1.63	4836.92	2290.74	
-3440.42	-2497.72	9.50	-1.63	4837.20	2293.50	
-3440.46	-2501.79	9.50	-1.62	4837.48	2296.27	
-3440.50	-2505.86	9.51	-1.62	4837.76	2299.03	
-3440.54	-2509.92	9.51	-1.62	4838.04	2301.79	
-3440.57	-2513.98	9.51	-1.61	4838.31	2304.56	
-3440.61	-2518.04	9.51	-1.61	4838.59	2307.32	
-3440.63	-2522.09	9.51	-1.61	4838.86	2310.08	
-3440.66	-2526.15	9.51	-1.60	4839.12	2312.84	
-3440.68	-2530.20	9.51	-1.60	4839.39	2315.59	
-3440.70	-2534.25	9.52	-1.60	4839.65	2318.35	
-3440.72	-2538.29	9.52	-1.59	4839.91	2321.10	
-3440.73	-2542.34	9.52	-1.59	4840.17	2323.86	
-3440.74	-2546.38	9.52	-1.59	4840.43	2326.61	
-3440.75	-2550.42	9.52	-1.58	4840.68	2329.36	
-3440.75	-2554.46	9.52	-1.58	4840.94	2332.12	
-3440.75	-2558.49	9.52	-1.57	4841.19	2334.87	
-3440.75	-2562.53	9.52	-1.57	4841.43	2337.62	
-3440.74	-2566.56	9.53	-1.57	4841.68	2340.36	
-3440.73	-2570.59	9.53	-1.56	4841.92	2343.11	
-3440.72	-2574.61	9.53	-1.56	4842.17	2345.86	
-3440.71	-2578.64	9.53	-1.56	4842.40	2348.60	
-3440.69	-2582.66	9.53	-1.55	4842.64	2351.35	
-3440.67	-2586.68	9.53	-1.55	4842.88	2354.09	
-3440.65	-2590.70	9.53	-1.55	4843.11	2356.83	
-3440.62	-2594.71	9.54	-1.54	4843.34	2359.57	
-3440.59	-2598.72	9.54	-1.54	4843.57	2362.31	
-3440.56	-2602.74	9.54	-1.54	4843.79	2365.05	
-3440.52	-2606.74	9.54	-1.53	4844.02	2367.79	
-3440.48	-2610.75	9.54	-1.53	4844.24	2370.52	
-3440.44	-2614.75	9.54	-1.53	4844.46	2373.26	
-3440.40	-2618.76	9.54	-1.52	4844.68	2375.99	
-3440.35	-2622.75	9.54	-1.52	4844.89	2378.73	
-3440.30	-2626.75	9.55	-1.52	4845.11	2381.46	
-3440.25	-2630.75	9.55	-1.51	4845.32	2384.19	
-3440.19	-2634.74	9.55	-1.51	4845.53	2386.92	
-3440.13	-2638.73	9.55	-1.51	4845.73	2389.65	
-3440.07	-2642.72	9.55	-1.50	4845.94	2392.38	
-3440.00	-2646.70	9.55	-1.50	4846.14	2395.10	
-3439.93	-2650.69	9.55	-1.50	4846.34	2397.83	
-3439.86	-2654.67	9.55	-1.49	4846.54	2400.55	
-3439.79	-2658.65	9.56	-1.49	4846.73	2403.28	
-3439.71	-2662.62	9.56	-1.48	4846.93	2406.00	
-3439.63	-2666.60	9.56	-1.48	4847.12	2408.72	
-3439.55	-2670.57	9.56	-1.48	4847.31	2411.44	
-3439.46	-2674.54	9.56	-1.47	4847.50	2414.16	
-3439.37	-2678.51	9.56	-1.47	4847.68	2416.88	
-3439.28	-2682.48	9.56	-1.47	4847.87	2419.60	
-3439.19	-2686.44	9.56	-1.46	4848.05	2422.31	
-3439.09	-2690.40	9.57	-1.46	4848.23	2425.03	
-3438.99	-2694.36	9.57	-1.46	4848.40	2427.74	
-3438.89	-2698.31	9.57	-1.45	4848.58	2430.45	
-3438.78	-2702.27	9.57	-1.45	4848.75	2433.17	
-3438.67	-2706.22	9.57	-1.45	4848.92	2435.88	
-3438.56	-2710.17	9.57	-1.44	4849.09	2438.59	
-3438.45	-2714.12	9.57	-1.44	4849.25	2441.29	
-3438.33	-2718.06	9.57	-1.44	4849.42	2444.00	
-3438.21	-2722.01	9.58	-1.43	4849.58	2446.71	
-3438.09	-2725.95	9.58	-1.43	4849.74	2449.41	
-3437.96	-2729.89	9.58	-1.43	4849.90	2452.12	
-3437.83	-2733.82	9.58	-1.42	4850.05	2454.82	
-3437.70	-2737.76	9.58	-1.42	4850.21	2457.52	
-3437.57	-2741.69	9.58	-1.42	4850.36	2460.22	
-3437.43	-2745.62	9.58	-1.41	4850.51	2462.92	
-3437.29	-2749.55	9.58	-1.41	4850.65	2465.62	
-3437.15	-2753.47	9.59	-1.41	4850.80	2468.32	
-3437.00	-2757.39	9.59	-1.40	4850.94	2471.02	
-3436.85	-2761.31	9.59	-1.40	4851.08	2473.71	
-3436.70	-2765.23	9.59	-1.40	4851.22	2476.41	
-3436.55	-2769.15	9.59	-1.39	4851.36	2479.10	
-3436.39	-2773.06	9.59	-1.39	4851.49	2481.79	
-3436.23	-2776.97	9.59	-1.39	4851.62	2484.49	
-3436.07	-2780.88	9.59	-1.38	4851.75	2487.18	
-3435.90	-2784.79	9.60	-1.38	4851.88	2489.87	
-3435.73	-2788.70	9.60	-1.38	4852.01	2492.55	
-3435.56	-2792.60	9.60	-1.37	4852.13	2495.24	
-3435.39	-2796.50	9.60	-1.37	4852.25	2497.93	
-3435.21	-2800.40	9.60	-1.37	4852.37	2500.61	
-3435.03	-2804.29	9.60	-1.36	4852.49	2503.30	
-3434.85	-2808.19	9.60	-1.36	4852.61	2505.98	
-3434.67	-2812.08	9.60	-1.36	4852.72	2508.66	
-3434.48	-2815.97	9.61	-1.35	4852.83	2511.34	
-3434.29	-2819.85	9.61	-1.35	4852.94	2514.02	
-3434.10	-2823.74	9.61	-1.35	4853.05	2516.70	
-3433.90	-2827.62	9.61	-1.34	4853.15	2519.38	
-3433.70	-2831.50	9.61	-1.34	4853.25	2522.05	
-3433.50	-2835.38	9.61	-1.34	4853.36	2524.73	
-3433.30	-2839.26	9.61	-1.33	4853.45	2527.40	
-3433.09	-2843.13	9.61	-1.33	4853.55	2530.07	
-3432.88	-2847.00	9.62	-1.33	4853.65	2532.75	
-3432.67	-2850.87	9.62	-1.32	4853.74	2535.42	
-3432.46	-2854.74	9.62	-1.32	4853.83	2538.09	
-3432.24	-2858.60	9.62	-1.32	4853.92	2540.75	
-3432.02	-2862.46	9.62	-1.31	4854.00	2543.42	
-3431.80	-2866.32	9.62	-1.31	4854.09	2546.09	
-3431.57	-2870.18	9.62	-1.31	4854.17	2548.75	
-3431.34	-2874.04	9.62	-1.30	4854.25	2551.42	
-3431.11	-2877.89	9.62	-1.30	4854.33	2554.08	
-3430.88	-2881.74	9.63	-1.30	4854.40	2556.74	
-3430.64	-2885.59	9.63	-1.29	4854.48	2559.40	
-3430.41	-2889.44	9.63	-1.29	4854.55	2562.06	
-3430.16	-2893.28	9.63	-1.29	4854.62	2564.72	
-3429.92	-2897.12	9.63	-1.28	4854.69	2567.38	
-3429.67	-2900.96	9.63	-1.28	4854.75	2570.04	
-3429.42	-2904.80	9.63	-1.28	4854.82	2572.69	
-3429.17	-2908.64	9.63	-1.27	4854.88	2575.35	
-3428.92	-2912.47	9.64	-1.27	4854.94	2578.00	
-3428.66	-2916.30	9.64	-1.27	4855.00	2580.65	
-3428.40	-2920.13	9.64	-1.26	4855.05	2583.30	
-3428.14	-2923.96	9.64	-1.26	4855.10	2585.95	
-3427.87	-2927.78	9.64	-1.26	4855.16	2588.60	
-3427.61	-2931.61	9.64	-1.25	4855.21	2591.25	
-3427.34	-2935.43	9.64	-1.25	4855.25	2593.90	
-3427.06	-2939.24	9.64	-1.25	4855.30	2596.54	
-3426.79	-2943.06	9.64	-1.24	4855.34	2599.19	
-3426.51	-2946.87	9.65	-1.24	4855.38	2601.83	
-3426.23	-2950.68	9.65	-1.24	4855.42	2604.48	
-3425.95	-2954.49	9.65	-1.23	4855.46	2607.12	
-3425.66	-2958.30	9.65	-1.23	4855.49	2609.76	
-3425.37	-2962.10	9.65	-1.23	4855.53	2612.40	
-3425.08	-2965.91	9.65	-1.22	4855.56	2615.03	
-3424.79	-2969.71	9.65	-1.22	4855.59	2617.67	
-3424.49	-2973.50	9.65	-1.22	4855.61	2620.31	
-3424.19	-2977.30	9.65	-1.21	4855.64	2622.94	
-3423.89	-2981.09	9.66	-1.21	4855.66	2625.58	
-3423.59	-2984.88	9.66	-1.21	4855.68	2628.21	
-3423.28	-2988.67	9.66	-1.20	4855.70	2630.84	
-3422.97	-2992.46	9.66	-1.20	4855.72	2633.47	
-3422.66	-2996.24	9.66	-1.20	4855.73	2636.10	
-3422.35	-3000.03	9.66	-1.19	4855.75	2638.73	
-3422.03	-3003.81	9.66	-1.19	4855.76	2641.35	
-3421.71	-3007.58	9.66	-1.19	4855.76	2643.98	
-3421.39	-3011.36	9.66	-1.18	4855.77	2646.60	
-3421.07	-3015.13	9.67	-1.18	4855.78	2649.23	
-3420.74	-3018.90	9.67	-1.18	4855.78	2651.85	
-3420.41	-3022.67	9.67	-1.17	4855.78	2654.47	
-3420.08	-3026.44	9.67	-1.17	4855.78	2657.09	
-3419.75	-3030.20	9.67	-1.17	4855.77	2659.71	
-3419.41	-3033.97	9.67	-1.16	4855.77	2662.33	
-3419.07	-3037.73	9.67	-1.16	4855.76	2664.95	
-3418.73	-3041.48	9.67	-1.16	4855.75	2667.56	
-3418.39	-3045.24	9.67	-1.15	4855.74	2670.18	
-3418.04	-3048.99	9.68	-1.15	4855.73	2672.79	
-3417.69	-3052.74	9.68	-1.15	4855.71	2675.41	
-3417.34	-3056.49	9.68	-1.14	4855.69	2678.02	
-3416.98	-3060.24	9.68	-1.14	4855.68	2680.63	
-3416.63	-3063.98	9.68	-1.14	4855.65	2683.24	
-3416.27	-3067.73	9.68	-1.13	4855.63	2685.85	
-3415.91	-3071.47	9.68	-1.13	4855.61	2688.45	
-3415.54	-3075.21	9.68	-1.13	4855.58	2691.06	
-3415.18	-3078.94	9.68	-1.13	4855.55	2693.66	
-3414.81	-3082.67	9.68	-1.12	4855.52	2696.27	
-3414.44	-3086.41	9.69	-1.12	4855.48	2698.87	
-3414.06	-3090.14	9.69	-1.12	4855.45	2701.47	
-3413.69	-3093.86	9.69	-1.11	4855.41	2704.07	
-3413.31	-3097.59	9.69	-1.11	4855.37	2706.67	
-3412.93	-3101.31	9.69	-1.11	4855.33	2709.27	
-3412.54	-3105.03	9.69	-1.10	4855.29	2711.87	
-3412.16	-3108.75	9.69	-1.10	4855.24	2714.46	
-3411.77	-3112.46	9.69	-1.10	4855.20	2717.06	
-3411.38	-3116.18	9.69	-1.09	4855.15	2719.65	
-3410.99	-3119.89	9.70	-1.09	4855.09	2722.25	
-3410.59	-3123.60	9.70	-1.09	4855.04	2724.84	
-3410.19	-3127.31	9.70	-1.08	4854.99	2727.43	
-3409.79	-3131.01	9.70	-1.08	4854.93	2730.02	
-3409.39	-3134.71	9.70	-1.08	4854.87	2732.61	
-3408.98	-3138.41	9.70	-1.07	4854.81	2735.19	
-3408.58	-3142.11	9.70	-1.07	4854.75	2737.78	
-3408.17	-3145.81	9.70	-1.07	4854.68	2740.36	
-3407.76	-3149.50	9.70	-1.06	4854.61	2742.95	
-3407.34	-3153.19	9.71	-1.06	4854.55	2745.53	
-3406.92	-3156.88	9.71	-1.06	4854.47	2748.11	
-3406.50	-3160.57	9.71	-1.05	4854.40	2750.69	
-3406.08	-3164.26	9.71	-1.05	4854.33	2753.27	
-3405.66	-3167.94	9.71	-1.05	4854.25	2755.85	
-3405.23	-3171.62	9.71	-1.04	4854.17	2758.43	
-3404.80	-3175.30	9.71	-1.04	4854.09	2761.00	
-3404.37	-3178.98	9.71	-1.04	4854.01	2763.58	
-3403.94	-3182.65	9.71	-1.04	4853.92	2766.15	
-3403.50	-3186.32	9.71	-1.03	4853.84	2768.73	
-3403.06	-3189.99	9.72	-1.03	4853.75	2771.30	
-3402.62	-3193.66	9.72	-1.03	4853.66	2773.87	
-3402.18	-3197.32	9.72	-1.02	4853.57	2776.44	
-3401.73	-3200.99	9.72	-1.02	4853.47	2779.01	
-3401.29	-3204.65	9.72	-1.02	4853.38	2781.57	
-3400.84	-3208.31	9.72	-1.01	4853.28	2784.14	
-3400.38	-3211.96	9.72	-1.01	4853.18	2786.70	
-3399.93	-3215.62	9.72	-1.01	4853.08	2789.27	
-3399.47	-3219.27	9.72	-1.00	4852.97	2791.83	
-3399.01	-3222.92	9.72	-1.00	4852.87	2794.39	
-3398.55	-3226.57	9.73	-1.00	4852.76	2796.95	
-3398.09	-3230.22	9.73	-0.99	4852.65	2799.51	
-3397.62	-3233.86	9.73	-0.99	4852.54	2802.07	
-3397.15	-3237.50	9.73	-0.99	4852.42	2804.63	
-3396.68	-3241.14	9.73	-0.98	4852.31	2807.18	
-3396.21	-3244.78	9.73	-0.98	4852.19	2809.74	
-3395.73	-3248.41	9.73	-0.98	4852.07	2812.29	
-3395.26	-3252.04	9.73	-0.98	4851.95	2814.84	
-3394.78	-3255.67	9.73	-0.97	4851.82	2817.40	
-3394.29	-3259.30	9.73	-0.97	4851.70	2819.95	
-3393.81	-3262.93	9.74	-0.97	4851.57	2822.50	
-3393.32	-3266.55	9.74	-0.96	4851.44	2825.04	
-3392.83	-3270.17	9.74	-0.96	4851.31	2827.59	
-3392.34	-3273.79	9.74	-0.96	4851.18	2830.14	
-3391.85	-3277.41	9.74	-0.95	4851.04	2832.68	
-3391.35	-3281.03	9.74	-0.95	4850.91	2835.23	
-3390.86	-3284.64	9.74	-0.95	4850.77	2837.77	
-3390.35	-3288.25	9.74	-0.94	4850.63	2840.31	
-3389.85	-3291.86	9.74	-0.94	4850.48	2842.85	
-3389.35	-3295.47	9.74	-0.94	4850.34	2845.39	
-3388.84	-3299.07	9.75	-0.93	4850.19	2847.93	
-3388.33	-3302.67	9.75	-0.93	4850.05	2850.46	
-3387.82	-3306.27	9.75	-0.93	4849.90	2853.00	
-3387.31	-3309.87	9.75	-0.92	4849.74	2855.53	
-3386.79	-3313.47	9.75	-0.92	4849.59	2858.07	
-3386.27	-3317.06	9.75	-0.92	4849.43	2860.60	
-3385.75	-3320.65	9.75	-0.92	4849.28	2863.13	
-3385.23	-3324.24	9.75	-0.91	4849.12	2865.66	
-3384.70	-3327.83	9.75	-0.91	4848.95	2868.19	
-3384.18	-3331.41	9.75	-0.91	4848.79	2870.72	
-3383.65	-3334.99	9.75	-0.90	4848.62	2873.24	
-3383.12	-3338.57	9.76	-0.90	4848.46	2875.77	
-3382.58	-3342.15	9.76	-0.90	4848.29	2878.29	
-3382.05	-3345.73	9.76	-0.89	4848.12	2880.82	
-3381.51	-3349.30	9.76	-0.89	4847.94	2883.34	
-3380.97	-3352.88	9.76	-0.89	4847.77	2885.86	
-3380.43	-3356.44	9.76	-0.88	4847.59	2888.38	
-3379.88	-3360.01	9.76	-0.88	4847.41	2890.90	
-3379.33	-3363.58	9.76	-0.88	4847.23	2893.42	
-3378.78	-3367.14	9.76	-0.88	4847.05	2895.93	
-3378.23	-3370.70	9.76	-0.87	4846.87	2898.45	
-3377.68	-3374.26	9.77	-0.87	4846.68	2900.96	
-3377.12	-3377.82	9.77	-0.87	4846.49	2903.48	
-3376.57	-3381.37	9.77	-0.86	4846.30	2905.99	
-3376.01	-3384.92	9.77	-0.86	4846.11	2908.50	
-3375.45	-3388.47	9.77	-0.86	4845.92	2911.01	
-3374.88	-3392.02	9.77	-0.85	4845.72	2913.52	
-3374.31	-3395.57	9.77	-0.85	4845.52	2916.03	
-3373.75	-3399.11	9.77	-0.85	4845.32	2918.53	
-3373.18	-3402.65	9.77	-0.84	4845.12	2921.04	
-3372.60	-3406.19	9.77	-0.84	4844.92	2923.54	
-3372.03	-3409.73	9.77	-0.84	4844.71	2926.04	
-3371.45	-3413.27	9.78	-0.84	4844.51	2928.55	
-3370.87	-3416.80	9.78	-0.83	4844.30	2931.05	
-3370.29	-3420.33	9.78	-0.83	4844.09	2933.55	
-3369.71	-3423.86	9.78	-0.83	4843.87	2936.05	
-3369.12	-3427.38	9.78	-0.82	4843.66	2938.54	
-3368.53	-3430.91	9.78	-0.82	4843.44	2941.04	
-3367.94	-3434.43	9.78	-0.82	4843.22	2943.53	
-3367.35	-3437.95	9.78	-0.81	4843.00	2946.03	
-3366.76	-3441.47	9.78	-0.81	4842.78	2948.52	
-3366.16	-3444.98	9.78	-0.81	4842.56	2951.01	
-3365.56	-3448.50	9.78	-0.80	4842.33	2953.50	
-3364.96	-3452.01	9.79	-0.80	4842.11	2955.99	
-3364.36	-3455.52	9.79	-0.80	4841.88	2958.48	
-3363.76	-3459.03	9.79	-0.80	4841.64	2960.97	
-3363.15	-3462.53	9.79	-0.79	4841.41	2963.45	
-3362.54	-3466.03	9.79	-0.79	4841.18	2965.94	
-3361.93	-3469.53	9.79	-0.79	4840.94	2968.42	
-3361.32	-3473.03	9.79	-0.78	4840.70	2970.90	
-3360.70	-3476.53	9.79	-0.78	4840.46	2973.38	
-3360.09	-3480.02	9.79	-0.78	4840.22	2975.86	
-3359.47	-3483.52	9.79	-0.77	4839.97	2978.34	
-3358.84	-3487.01	9.79	-0.77	4839.73	2980.82	
-3358.22	-3490.49	9.80	-0.77	4839.48	2983.30	
-3357.60	-3493.98	9.80	-0.77	4839.23	2985.77	
-3356.97	-3497.46	9.80	-0.76	4838.98	2988.25	
-3356.34	-3500.94	9.80	-0.76	4838.72	2990.72	
-3355.71	-3504.42	9.80	-0.76	4838.47	2993.19	
-3355.07	-3507.90	9.80	-0.75	4838.21	2995.67	
-3354.44	-3511.38	9.80	-0.75	4837.95	2998.14	
-3353.80	-3514.85	9.80	-0.75	4837.69	3000.60	
-3353.16	-3518.32	9.80	-0.74	4837.43	3003.07	
-3352.52	-3521.79	9.80	-0.74	4837.17	3005.54	
-3351.88	-3525.25	9.80	-0.74	4836.90	3008.00	
-3351.23	-3528.72	9.81	-0.73	4836.63	3010.47	
-3350.58	-3532.18	9.81	-0.73	4836.36	3012.93	
-3349.93	-3535.64	9.81	-0.73	4836.09	3015.39	
-3349.28	-3539.10	9.81	-0.73	4835.81	3017.85	
-3348.63	-3542.55	9.81	-0.72	4835.54	3020.31	
-3347.97	-3546.01	9.81	-0.72	4835.26	3022.77	
-3347.31	-3549.46	9.81	-0.72	4834.98	3025.23	
-3346.65	-3552.91	9.81	-0.71	4834.70	3027.68	
-3345.99	-3556.36	9.81	-0.71	4834.42	3030.14	
-3345.33	-3559.80	9.81	-0.71	4834.13	3032.59	
-3344.66	-3563.24	9.81	-0.70	4833.85	3035.05	
-3343.99	-3566.69	9.81	-0.70	4833.56	3037.50	
-3343.32	-3570.12	9.82	-0.70	4833.27	3039.95	
-3342.65	-3573.56	9.82	-0.70	4832.98	3042.40	
-3341.98	-3577.00	9.82	-0.69	4832.68	3044.85	
-3341.30	-3580.43	9.82	-0.69	4832.39	3047.29	
-3340.62	-3583.86	9.82	-0.69	4832.09	3049.74	
-3339.94	-3587.29	9.82	-0.68	4831.79	3052.18	
-3339.26	-3590.71	9.82	-0.68	4831.49	3054.63	
-3338.58	-3594.14	9.82	-0.68	4831.19	3057.07	
-3337.89	-3597.56	9.82	-0.67	4830.88	3059.51	
-3337.20	-3600.98	9.82	-0.67	4830.58	3061.95	
-3336.51	-3604.39	9.82	-0.67	4830.27	3064.39	
-3335.82	-3607.81	9.83	-0.67	4829.96	3066.83	
-3335.13	-3611.22	9.83	-0.66	4829.65	3069.26	
-3334.43	-3614.63	9.83	-0.66	4829.33	3071.70	
-3333.73	-3618.04	9.83	-0.66	4829.02	3074.13	
-3333.03	-3621.45	9.83	-0.65	4828.70	3076.57	
-3332.33	-3624.86	9.83	-0.65	4828.38	3079.00	
-3331.63	-3628.26	9.83	-0.65	4828.06	3081.43	
-3330.92	-3631.66	9.83	-0.65	4827.74	3083.86	
-3330.22	-3635.06	9.83	-0.64	4827.41	3086.29	
-3329.51	-3638.45	9.83	-0.64	4827.09	3088.72	
-3328.80	-3641.85	9.83	-0.64	4826.76	3091.14	
-3328.08	-3645.24	9.83	-0.63	4826.43	3093.57	
-3327.37	-3648.63	9.84	-0.63	4826.10	3095.99	
-3326.65	-3652.02	9.84	-0.63	4825.76	3098.41	
-3325.93	-3655.40	9.84	-0.62	4825.43	3100.84	
