X1	Y1	X2	Y2	X3	Y3	X4	Y4	X5	Y5	
0.00	-0.00	-3915.08	1601.18	3915.08	-1601.18	-1601.18	-3915.08	1601.18	3915.08	
0.00	-0.00	-3917.00	1599.45	3917.00	-1599.45	-1599.45	-3917.00	1599.45	3917.00	
0.00	-0.00	-3918.92	1597.72	3918.92	-1597.72	-1597.72	-3918.92	1597.72	3918.92	
0.00	-0.00	-3920.84	1595.99	3920.84	-1595.99	-1595.99	-3920.84	1595.99	3920.84	
0.00	-0.00	-3922.75	1594.26	3922.75	-1594.26	-1594.26	-3922.75	1594.26	3922.75	
0.00	-0.00	-3924.66	1592.52	3924.66	-1592.52	-1592.52	-3924.66	1592.52	3924.66	
0.00	-0.00	-3926.57	1590.79	3926.57	-1590.79	-1590.79	-3926.57	1590.79	3926.57	
0.00	-0.00	-3928.48	1589.06	3928.48	-1589.06	-1589.06	-3928.48	1589.06	3928.48	
0.00	-0.00	-3930.38	1587.32	3930.38	-1587.32	-1587.32	-3930.38	1587.32	3930.38	
0.00	-0.00	-3932.28	1585.58	3932.28	-1585.58	-1585.58	-3932.28	1585.58	3932.28	
0.00	-0.00	-3934.18	1583.85	3934.18	-1583.85	-1583.85	-3934.18	1583.85	3934.18	
0.00	-0.00	-3936.08	1582.11	3936.08	-1582.11	-1582.11	-3936.08	1582.11	3936.08	
0.00	-0.00	-3937.97	1580.37	3937.97	-1580.37	-1580.37	-3937.97	1580.37	3937.97	
0.00	-0.00	-3939.86	1578.63	3939.86	-1578.63	-1578.63	-3939.86	1578.63	3939.86	
0.00	-0.00	-3941.75	1576.89	3941.75	-1576.89	-1576.89	-3941.75	1576.89	3941.75	
0.00	-0.00	-3943.63	1575.14	3943.63	-1575.14	-1575.14	-3943.63	1575.14	3943.63	
0.00	-0.00	-3945.52	1573.40	3945.52	-1573.40	-1573.40	-3945.52	1573.40	3945.52	
0.00	-0.00	-3947.40	1571.66	3947.40	-1571.66	-1571.66	-3947.40	1571.66	3947.40	
0.00	-0.00	-3949.27	1569.91	3949.27	-1569.91	-1569.91	-3949.27	1569.91	3949.27	
0.00	-0.00	-3951.15	1568.16	3951.15	-1568.16	-1568.16	-3951.15	1568.16	3951.15	
0.00	-0.00	-3953.02	1566.42	3953.02	-1566.42	-1566.42	-3953.02	1566.42	3953.02	
0.00	-0.00	-3954.89	1564.67	3954.89	-1564.67	-1564.67	-3954.89	1564.67	3954.89	
0.00	-0.00	-3956.76	1562.92	3956.76	-1562.92	-1562.92	-3956.76	1562.92	3956.76	
0.00	-0.00	-3958.62	1561.17	3958.62	-1561.17	-1561.17	-3958.62	1561.17	3958.62	
0.00	-0.00	-3960.49	1559.41	3960.49	-1559.41	-1559.41	-3960.49	1559.41	3960.49	
0.00	-0.00	-3962.35	1557.66	3962.35	-1557.66	-1557.66	-3962.35	1557.66	3962.35	
0.00	-0.00	-3964.20	1555.91	3964.20	-1555.91	-1555.91	-3964.20	1555.91	3964.20	
0.00	-0.00	-3966.06	1554.15	3966.06	-1554.15	-1554.15	-3966.06	1554.15	3966.06	
0.00	-0.00	-3967.91	1552.40	3967.91	-1552.40	-1552.40	-3967.91	1552.40	3967.91	
0.00	-0.00	-3969.76	1550.64	3969.76	-1550.64	-1550.64	-3969.76	1550.64	3969.76	
0.00	-0.00	-3971.60	1548.88	3971.60	-1548.88	-1548.88	-3971.60	1548.88	3971.60	
0.00	-0.00	-3973.45	1547.12	3973.45	-1547.12	-1547.12	-3973.45	1547.12	3973.45	
0.00	-0.00	-3975.29	1545.36	3975.29	-1545.36	-1545.36	-3975.29	1545.36	3975.29	
0.00	-0.00	-3977.13	1543.60	3977.13	-1543.60	-1543.60	-3977.13	1543.60	3977.13	
0.00	-0.00	-3978.97	1541.84	3978.97	-1541.84	-1541.84	-3978.97	1541.84	3978.97	
0.00	-0.00	-3980.80	1540.08	3980.80	-1540.08	-1540.08	-3980.80	1540.08	3980.80	
0.00	-0.00	-3982.63	1538.31	3982.63	-1538.31	-1538.31	-3982.63	1538.31	3982.63	
0.00	-0.00	-3984.46	1536.55	3984.46	-1536.55	-1536.55	-3984.46	1536.55	3984.46	
0.00	-0.00	-3986.29	1534.78	3986.29	-1534.78	-1534.78	-3986.29	1534.78	3986.29	
0.00	-0.00	-3988.11	1533.02	3988.11	-1533.02	-1533.02	-3988.11	1533.02	3988.11	
0.00	-0.00	-3989.93	1531.25	3989.93	-1531.25	-1531.25	-3989.93	1531.25	3989.93	
0.00	-0.00	-3991.75	1529.48	3991.75	-1529.48	-1529.48	-3991.75	1529.48	3991.75	
0.00	-0.00	-3993.57	1527.71	3993.57	-1527.71	-1527.71	-3993.57	1527.71	3993.57	
0.00	-0.00	-3995.38	1525.94	3995.38	-1525.94	-1525.94	-3995.38	1525.94	3995.38	
0.00	-0.00	-3997.19	1524.17	3997.19	-1524.17	-1524.17	-3997.19	1524.17	3997.19	
0.00	-0.00	-3999.00	1522.39	3999.00	-1522.39	-1522.39	-3999.00	1522.39	3999.00	
0.00	-0.00	-4000.80	1520.62	4000.80	-1520.62	-1520.62	-4000.80	1520.62	4000.80	
0.00	-0.00	-4002.61	1518.85	4002.61	-1518.85	-1518.85	-4002.61	1518.85	4002.61	
0.00	-0.00	-4004.41	1517.07	4004.41	-1517.07	-1517.07	-4004.41	1517.07	4004.41	
0.00	-0.00	-4006.21	1515.29	4006.21	-1515.29	-1515.29	-4006.21	1515.29	4006.21	
0.00	-0.00	-4008.00	1513.52	4008.00	-1513.52	-1513.52	-4008.00	1513.52	4008.00	
0.00	-0.00	-4009.79	1511.74	4009.79	-1511.74	-1511.74	-4009.79	1511.74	4009.79	
0.00	-0.00	-4011.58	1509.96	4011.58	-1509.96	-1509.96	-4011.58	1509.96	4011.58	
0.00	-0.00	-4013.37	1508.18	4013.37	-1508.18	-1508.18	-4013.37	1508.18	4013.37	
0.00	-0.00	-4015.16	1506.40	4015.16	-1506.40	-1506.40	-4015.16	1506.40	4015.16	
0.00	-0.00	-4016.94	1504.61	4016.94	-1504.61	-1504.61	-4016.94	1504.61	4016.94	
0.00	-0.00	-4018.72	1502.83	4018.72	-1502.83	-1502.83	-4018.72	1502.83	4018.72	
0.00	-0.00	-4020.50	1501.05	4020.50	-1501.05	-1501.05	-4020.50	1501.05	4020.50	
0.00	-0.00	-4022.27	1499.26	4022.27	-1499.26	-1499.26	-4022.27	1499.26	4022.27	
0.00	-0.00	-4024.05	1497.48	4024.05	-1497.48	-1497.48	-4024.05	1497.48	4024.05	
0.00	-0.00	-4025.82	1495.69	4025.82	-1495.69	-1495.69	-4025.82	1495.69	4025.82	
0.00	-0.00	-4027.58	1493.90	4027.58	-1493.90	-1493.90	-4027.58	1493.90	4027.58	
0.00	-0.00	-4029.35	1492.11	4029.35	-1492.11	-1492.11	-4029.35	1492.11	4029.35	
0.00	-0.00	-4031.11	1490.32	4031.11	-1490.32	-1490.32	-4031.11	1490.32	4031.11	
0.00	-0.00	-4032.87	1488.53	4032.87	-1488.53	-1488.53	-4032.87	1488.53	4032.87	
0.00	-0.00	-4034.63	1486.74	4034.63	-1486.74	-1486.74	-4034.63	1486.74	4034.63	
0.00	-0.00	-4036.38	1484.95	4036.38	-1484.95	-1484.95	-4036.38	1484.95	4036.38	
0.00	-0.00	-4038.14	1483.15	4038.14	-1483.15	-1483.15	-4038.14	1483.15	4038.14	
0.00	-0.00	-4039.88	1481.36	4039.88	-1481.36	-1481.36	-4039.88	1481.36	4039.88	
0.00	-0.00	-4041.63	1479.56	4041.63	-1479.56	-1479.56	-4041.63	1479.56	4041.63	
0.00	-0.00	-4043.38	1477.77	4043.38	-1477.77	-1477.77	-4043.38	1477.77	4043.38	
0.00	-0.00	-4045.12	1475.97	4045.12	-1475.97	-1475.97	-4045.12	1475.97	4045.12	
0.00	-0.00	-4046.86	1474.17	4046.86	-1474.17	-1474.17	-4046.86	1474.17	4046.86	
0.00	-0.00	-4048.60	1472.37	4048.60	-1472.37	-1472.37	-4048.60	1472.37	4048.60	
0.00	-0.00	-4050.33	1470.57	4050.33	-1470.57	-1470.57	-4050.33	1470.57	4050.33	
0.00	-0.00	-4052.06	1468.77	4052.06	-1468.77	-1468.77	-4052.06	1468.77	4052.06	
0.00	-0.00	-4053.79	1466.97	4053.79	-1466.97	-1466.97	-4053.79	1466.97	4053.79	
0.00	-0.00	-4055.52	1465.16	4055.52	-1465.16	-1465.16	-4055.52	1465.16	4055.52	
0.00	-0.00	-4057.24	1463.36	4057.24	-1463.36	-1463.36	-4057.24	1463.36	4057.24	
0.00	-0.00	-4058.96	1461.56	4058.96	-1461.56	-1461.56	-4058.96	1461.56	4058.96	
0.00	-0.00	-4060.68	1459.75	4060.68	-1459.75	-1459.75	-4060.68	1459.75	4060.68	
0.00	-0.00	-4062.40	1457.94	4062.40	-1457.94	-1457.94	-4062.40	1457.94	4062.40	
0.00	-0.00	-4064.11	1456.14	4064.11	-1456.14	-1456.14	-4064.11	1456.14	4064.11	
0.00	-0.00	-4065.83	1454.33	4065.83	-1454.33	-1454.33	-4065.83	1454.33	4065.83	
0.00	-0.00	-4067.54	1452.52	4067.54	-1452.52	-1452.52	-4067.54	1452.52	4067.54	
0.00	-0.00	-4069.24	1450.71	4069.24	-1450.71	-1450.71	-4069.24	1450.71	4069.24	
0.00	-0.00	-4070.95	1448.90	4070.95	-1448.90	-1448.90	-4070.95	1448.90	4070.95	
0.00	-0.00	-4072.65	1447.09	4072.65	-1447.09	-1447.09	-4072.65	1447.09	4072.65	
0.00	-0.00	-4074.35	1445.27	4074.35	-1445.27	-1445.27	-4074.35	1445.27	4074.35	
0.00	-0.00	-4076.04	1443.46	4076.04	-1443.46	-1443.46	-4076.04	1443.46	4076.04	
0.00	-0.00	-4077.74	1441.64	4077.74	-1441.64	-1441.64	-4077.74	1441.64	4077.74	
0.00	-0.00	-4079.43	1439.83	4079.43	-1439.83	-1439.83	-4079.43	1439.83	4079.43	
0.00	-0.00	-4081.12	1438.01	4081.12	-1438.01	-1438.01	-4081.12	1438.01	4081.12	
0.00	-0.00	-4082.80	1436.20	4082.80	-1436.20	-1436.20	-4082.80	1436.20	4082.80	
0.00	-0.00	-4084.49	1434.38	4084.49	-1434.38	-1434.38	-4084.49	1434.38	4084.49	
0.00	-0.00	-4086.17	1432.56	4086.17	-1432.56	-1432.56	-4086.17	1432.56	4086.17	
0.00	-0.00	-4087.85	1430.74	4087.85	-1430.74	-1430.74	-4087.85	1430.74	4087.85	
0.00	-0.00	-4089.53	1428.92	4089.53	-1428.92	-1428.92	-4089.53	1428.92	4089.53	
0.00	-0.00	-4091.20	1427.10	4091.20	-1427.10	-1427.10	-4091.20	1427.10	4091.20	
0.00	-0.00	-4092.87	1425.27	4092.87	-1425.27	-1425.27	-4092.87	1425.27	4092.87	
0.00	-0.00	-4094.54	1423.45	4094.54	-1423.45	-1423.45	-4094.54	1423.45	4094.54	
0.00	-0.00	-4096.21	1421.62	4096.21	-1421.62	-1421.62	-4096.21	1421.62	4096.21	
0.00	-0.00	-4097.87	1419.80	4097.87	-1419.80	-1419.80	-4097.87	1419.80	4097.87	
0.00	-0.00	-4099.53	1417.97	4099.53	-1417.97	-1417.97	-4099.53	1417.97	4099.53	
0.00	-0.00	-4101.19	1416.15	4101.19	-1416.15	-1416.15	-4101.19	1416.15	4101.19	
0.00	-0.00	-4102.85	1414.32	4102.85	-1414.32	-1414.32	-4102.85	1414.32	4102.85	
0.00	-0.00	-4104.50	1412.49	4104.50	-1412.49	-1412.49	-4104.50	1412.49	4104.50	
0.00	-0.00	-4106.15	1410.66	4106.15	-1410.66	-1410.66	-4106.15	1410.66	4106.15	
0.00	-0.00	-4107.80	1408.83	4107.80	-1408.83	-1408.83	-4107.80	1408.83	4107.80	
0.00	-0.00	-4109.45	1407.00	4109.45	-1407.00	-1407.00	-4109.45	1407.00	4109.45	
0.00	-0.00	-4111.09	1405.17	4111.09	-1405.17	-1405.17	-4111.09	1405.17	4111.09	
0.00	-0.00	-4112.73	1403.33	4112.73	-1403.33	-1403.33	-4112.73	1403.33	4112.73	
0.00	-0.00	-4114.37	1401.50	4114.37	-1401.50	-1401.50	-4114.37	1401.50	4114.37	
0.00	-0.00	-4116.01	1399.67	4116.01	-1399.67	-1399.67	-4116.01	1399.67	4116.01	
0.00	-0.00	-4117.64	1397.83	4117.64	-1397.83	-1397.83	-4117.64	1397.83	4117.64	
0.00	-0.00	-4119.27	1395.99	4119.27	-1395.99	-1395.99	-4119.27	1395.99	4119.27	
0.00	-0.00	-4120.90	1394.16	4120.90	-1394.16	-1394.16	-4120.90	1394.16	4120.90	
0.00	-0.00	-4122.52	1392.32	4122.52	-1392.32	-1392.32	-4122.52	1392.32	4122.52	
0.00	-0.00	-4124.15	1390.48	4124.15	-1390.48	-1390.48	-4124.15	1390.48	4124.15	
0.00	-0.00	-4125.77	1388.64	4125.77	-1388.64	-1388.64	-4125.77	1388.64	4125.77	
0.00	-0.00	-4127.39	1386.80	4127.39	-1386.80	-1386.80	-4127.39	1386.80	4127.39	
0.00	-0.00	-4129.00	1384.96	4129.00	-1384.96	-1384.96	-4129.00	1384.96	4129.00	
0.00	-0.00	-4130.62	1383.11	4130.62	-1383.11	-1383.11	-4130.62	1383.11	4130.62	
0.00	-0.00	-4132.23	1381.27	4132.23	-1381.27	-1381.27	-4132.23	1381.27	4132.23	
0.00	-0.00	-4133.84	1379.43	4133.84	-1379.43	-1379.43	-4133.84	1379.43	4133.84	
0.00	-0.00	-4135.44	1377.58	4135.44	-1377.58	-1377.58	-4135.44	1377.58	4135.44	
0.00	-0.00	-4137.05	1375.74	4137.05	-1375.74	-1375.74	-4137.05	1375.74	4137.05	
0.00	-0.00	-4138.65	1373.89	4138.65	-1373.89	-1373.89	-4138.65	1373.89	4138.65	
0.00	-0.00	-4140.25	1372.04	4140.25	-1372.04	-1372.04	-4140.25	1372.04	4140.25	
0.00	-0.00	-4141.84	1370.20	4141.84	-1370.20	-1370.20	-4141.84	1370.20	4141.84	
0.00	-0.00	-4143.44	1368.35	4143.44	-1368.35	-1368.35	-4143.44	1368.35	4143.44	
0.00	-0.00	-4145.03	1366.50	4145.03	-1366.50	-1366.50	-4145.03	1366.50	4145.03	
0.00	-0.00	-4146.62	1364.65	4146.62	-1364.65	-1364.65	-4146.62	1364.65	4146.62	
0.00	-0.00	-4148.20	1362.79	4148.20	-1362.79	-1362.79	-4148.20	1362.79	4148.20	
0.00	-0.00	-4149.79	1360.94	4149.79	-1360.94	-1360.94	-4149.79	1360.94	4149.79	
0.00	-0.00	-4151.37	1359.09	4151.37	-1359.09	-1359.09	-4151.37	1359.09	4151.37	
0.00	-0.00	-4152.95	1357.24	4152.95	-1357.24	-1357.24	-4152.95	1357.24	4152.95	
0.00	-0.00	-4154.52	1355.38	4154.52	-1355.38	-1355.38	-4154.52	1355.38	4154.52	
0.00	-0.00	-4156.10	1353.52	4156.10	-1353.52	-1353.52	-4156.10	1353.52	4156.10	
0.00	-0.00	-4157.67	1351.67	4157.67	-1351.67	-1351.67	-4157.67	1351.67	4157.67	
0.00	-0.00	-4159.24	1349.81	4159.24	-1349.81	-1349.81	-4159.24	1349.81	4159.24	
0.00	-0.00	-4160.80	1347.95	4160.80	-1347.95	-1347.95	-4160.80	1347.95	4160.80	
0.00	-0.00	-4162.37	1346.09	4162.37	-1346.09	-1346.09	-4162.37	1346.09	4162.37	
0.00	-0.00	-4163.93	1344.24	4163.93	-1344.24	-1344.24	-4163.93	1344.24	4163.93	
0.00	-0.00	-4165.49	1342.37	4165.49	-1342.37	-1342.37	-4165.49	1342.37	4165.49	
0.00	-0.00	-4167.04	1340.51	4167.04	-1340.51	-1340.51	-4167.04	1340.51	4167.04	
0.00	-0.00	-4168.60	1338.65	4168.60	-1338.65	-1338.65	-4168.60	1338.65	4168.60	
0.00	-0.00	-4170.15	1336.79	4170.15	-1336.79	-1336.79	-4170.15	1336.79	4170.15	
0.00	-0.00	-4171.70	1334.93	4171.70	-1334.93	-1334.93	-4171.70	1334.93	4171.70	
0.00	-0.00	-4173.24	1333.06	4173.24	-1333.06	-1333.06	-4173.24	1333.06	4173.24	
0.00	-0.00	-4174.79	1331.20	4174.79	-1331.20	-1331.20	-4174.79	1331.20	4174.79	
0.00	-0.00	-4176.33	1329.33	4176.33	-1329.33	-1329.33	-4176.33	1329.33	4176.33	
0.00	-0.00	-4177.87	1327.46	4177.87	-1327.46	-1327.46	-4177.87	1327.46	4177.87	
0.00	-0.00	-4179.40	1325.60	4179.40	-1325.60	-1325.60	-4179.40	1325.60	4179.40	
0.00	-0.00	-4180.94	1323.73	4180.94	-1323.73	-1323.73	-4180.94	1323.73	4180.94	
0.00	-0.00	-4182.47	1321.86	4182.47	-1321.86	-1321.86	-4182.47	1321.86	4182.47	
0.00	-0.00	-4184.00	1319.99	4184.00	-1319.99	-1319.99	-4184.00	1319.99	4184.00	
0.00	-0.00	-4185.52	1318.12	4185.52	-1318.12	-1318.12	-4185.52	1318.12	4185.52	
0.00	-0.00	-4187.05	1316.25	4187.05	-1316.25	-1316.25	-4187.05	1316.25	4187.05	
0.00	-0.00	-4188.57	1314.37	4188.57	-1314.37	-1314.37	-4188.57	1314.37	4188.57	
0.00	-0.00	-4190.09	1312.50	4190.09	-1312.50	-1312.50	-4190.09	1312.50	4190.09	
0.00	-0.00	-4191.60	1310.63	4191.60	-1310.63	-1310.63	-4191.60	1310.63	4191.60	
0.00	-0.00	-4193.12	1308.75	4193.12	-1308.75	-1308.75	-4193.12	1308.75	4193.12	
0.00	-0.00	-4194.63	1306.88	4194.63	-1306.88	-1306.88	-4194.63	1306.88	4194.63	
0.00	-0.00	-4196.14	1305.00	4196.14	-1305.00	-1305.00	-4196.14	1305.00	4196.14	
0.00	-0.00	-4197.65	1303.12	4197.65	-1303.12	-1303.12	-4197.65	1303.12	4197.65	
0.00	-0.00	-4199.15	1301.25	4199.15	-1301.25	-1301.25	-4199.15	1301.25	4199.15	
0.00	-0.00	-4200.65	1299.37	4200.65	-1299.37	-1299.37	-4200.65	1299.37	4200.65	
0.00	-0.00	-4202.15	1297.49	4202.15	-1297.49	-1297.49	-4202.15	1297.49	4202.15	
0.00	-0.00	-4203.65	1295.61	4203.65	-1295.61	-1295.61	-4203.65	1295.61	4203.65	
0.00	-0.00	-4205.14	1293.73	4205.14	-1293.73	-1293.73	-4205.14	1293.73	4205.14	
0.00	-0.00	-4206.63	1291.85	4206.63	-1291.85	-1291.85	-4206.63	1291.85	4206.63	
0.00	-0.00	-4208.12	1289.97	4208.12	-1289.97	-1289.97	-4208.12	1289.97	4208.12	
0.00	-0.00	-4209.61	1288.08	4209.61	-1288.08	-1288.08	-4209.61	1288.08	4209.61	
0.00	-0.00	-4211.09	1286.20	4211.09	-1286.20	-1286.20	-4211.09	1286.20	4211.09	
0.00	-0.00	-4212.58	1284.31	4212.58	-1284.31	-1284.31	-4212.58	1284.31	4212.58	
0.00	-0.00	-4214.06	1282.43	4214.06	-1282.43	-1282.43	-4214.06	1282.43	4214.06	
0.00	-0.00	-4215.53	1280.54	4215.53	-1280.54	-1280.54	-4215.53	1280.54	4215.53	
0.00	-0.00	-4217.01	1278.66	4217.01	-1278.66	-1278.66	-4217.01	1278.66	4217.01	
0.00	-0.00	-4218.48	1276.77	4218.48	-1276.77	-1276.77	-4218.48	1276.77	4218.48	
0.00	-0.00	-4219.95	1274.88	4219.95	-1274.88	-1274.88	-4219.95	1274.88	4219.95	
0.00	-0.00	-4221.42	1272.99	4221.42	-1272.99	-1272.99	-4221.42	1272.99	4221.42	
0.00	-0.00	-4222.88	1271.10	4222.88	-1271.10	-1271.10	-4222.88	1271.10	4222.88	
0.00	-0.00	-4224.34	1269.21	4224.34	-1269.21	-1269.21	-4224.34	1269.21	4224.34	
0.00	-0.00	-4225.80	1267.32	4225.80	-1267.32	-1267.32	-4225.80	1267.32	4225.80	
0.00	-0.00	-4227.26	1265.43	4227.26	-1265.43	-1265.43	-4227.26	1265.43	4227.26	
0.00	-0.00	-4228.71	1263.54	4228.71	-1263.54	-1263.54	-4228.71	1263.54	4228.71	
0.00	-0.00	-4230.17	1261.64	4230.17	-1261.64	-1261.64	-4230.17	1261.64	4230.17	
0.00	-0.00	-4231.62	1259.75	4231.62	-1259.75	-1259.75	-4231.62	1259.75	4231.62	
0.00	-0.00	-4233.06	1257.85	4233.06	-1257.85	-1257.85	-4233.06	1257.85	4233.06	
0.00	-0.00	-4234.51	1255.96	4234.51	-1255.96	-1255.96	-4234.51	1255.96	4234.51	
0.00	-0.00	-4235.95	1254.06	4235.95	-1254.06	-1254.06	-4235.95	1254.06	4235.95	
0.00	-0.00	-4237.39	1252.17	4237.39	-1252.17	-1252.17	-4237.39	1252.17	4237.39	
0.00	-0.00	-4238.83	1250.27	4238.83	-1250.27	-1250.27	-4238.83	1250.27	4238.83	
0.00	-0.00	-4240.26	1248.37	4240.26	-1248.37	-1248.37	-4240.26	1248.37	4240.26	
0.00	-0.00	-4241.70	1246.47	4241.70	-1246.47	-1246.47	-4241.70	1246.47	4241.70	
0.00	-0.00	-4243.13	1244.57	4243.13	-1244.57	-1244.57	-4243.13	1244.57	4243.13	
0.00	-0.00	-4244.55	1242.67	4244.55	-1242.67	-1242.67	-4244.55	1242.67	4244.55	
0.00	-0.00	-4245.98	1240.77	4245.98	-1240.77	-1240.77	-4245.98	1240.77	4245.98	
0.00	-0.00	-4247.40	1238.87	4247.40	-1238.87	-1238.87	-4247.40	1238.87	4247.40	
0.00	-0.00	-4248.82	1236.96	4248.82	-1236.96	-1236.96	-4248.82	1236.96	4248.82	
0.00	-0.00	-4250.24	1235.06	4250.24	-1235.06	-1235.06	-4250.24	1235.06	4250.24	
0.00	-0.00	-4251.66	1233.16	4251.66	-1233.16	-1233.16	-4251.66	1233.16	4251.66	
0.00	-0.00	-4253.07	1231.25	4253.07	-1231.25	-1231.25	-4253.07	1231.25	4253.07	
0.00	-0.00	-4254.48	1229.35	4254.48	-1229.35	-1229.35	-4254.48	1229.35	4254.48	
0.00	-0.00	-4255.89	1227.44	4255.89	-1227.44	-1227.44	-4255.89	1227.44	4255.89	
0.00	-0.00	-4257.29	1225.53	4257.29	-1225.53	-1225.53	-4257.29	1225.53	4257.29	
0.00	-0.00	-4258.70	1223.62	4258.70	-1223.62	-1223.62	-4258.70	1223.62	4258.70	
0.00	-0.00	-4260.10	1221.72	4260.10	-1221.72	-1221.72	-4260.10	1221.72	4260.10	
0.00	-0.00	-4261.50	1219.81	4261.50	-1219.81	-1219.81	-4261.50	1219.81	4261.50	
0.00	-0.00	-4262.89	1217.90	4262.89	-1217.90	-1217.90	-4262.89	1217.90	4262.89	
0.00	-0.00	-4264.28	1215.99	4264.28	-1215.99	-1215.99	-4264.28	1215.99	4264.28	
0.00	-0.00	-4265.68	1214.07	4265.68	-1214.07	-1214.07	-4265.68	1214.07	4265.68	
0.00	-0.00	-4267.06	1212.16	4267.06	-1212.16	-1212.16	-4267.06	1212.16	4267.06	
0.00	-0.00	-4268.45	1210.25	4268.45	-1210.25	-1210.25	-4268.45	1210.25	4268.45	
0.00	-0.00	-4269.83	1208.34	4269.83	-1208.34	-1208.34	-4269.83	1208.34	4269.83	
0.00	-0.00	-4271.21	1206.42	4271.21	-1206.42	-1206.42	-4271.21	1206.42	4271.21	
0.00	-0.00	-4272.59	1204.51	4272.59	-1204.51	-1204.51	-4272.59	1204.51	4272.59	
0.00	-0.00	-4273.97	1202.59	4273.97	-1202.59	-1202.59	-4273.97	1202.59	4273.97	
0.00	-0.00	-4275.34	1200.68	4275.34	-1200.68	-1200.68	-4275.34	1200.68	4275.34	
0.00	-0.00	-4276.71	1198.76	4276.71	-1198.76	-1198.76	-4276.71	1198.76	4276.71	
0.00	-0.00	-4278.08	1196.84	4278.08	-1196.84	-1196.84	-4278.08	1196.84	4278.08	
0.00	-0.00	-4279.45	1194.92	4279.45	-1194.92	-1194.92	-4279.45	1194.92	4279.45	
0.00	-0.00	-4280.81	1193.01	4280.81	-1193.01	-1193.01	-4280.81	1193.01	4280.81	
0.00	-0.00	-4282.18	1191.09	4282.18	-1191.09	-1191.09	-4282.18	1191.09	4282.18	
0.00	-0.00	-4283.54	1189.17	4283.54	-1189.17	-1189.17	-4283.54	1189.17	4283.54	
0.00	-0.00	-4284.89	1187.24	4284.89	-1187.24	-1187.24	-4284.89	1187.24	4284.89	
0.00	-0.00	-4286.25	1185.32	4286.25	-1185.32	-1185.32	-4286.25	1185.32	4286.25	
0.00	-0.00	-4287.60	1183.40	4287.60	-1183.40	-1183.40	-4287.60	1183.40	4287.60	
0.00	-0.00	-4288.95	1181.48	4288.95	-1181.48	-1181.48	-4288.95	1181.48	4288.95	
0.00	-0.00	-4290.29	1179.55	4290.29	-1179.55	-1179.55	-4290.29	1179.55	4290.29	
0.00	-0.00	-4291.64	1177.63	4291.64	-1177.63	-1177.63	-4291.64	1177.63	4291.64	
0.00	-0.00	-4292.98	1175.71	4292.98	-1175.71	-1175.71	-4292.98	1175.71	4292.98	
0.00	-0.00	-4294.32	1173.78	4294.32	-1173.78	-1173.78	-4294.32	1173.78	4294.32	
0.00	-0.00	-4295.66	1171.85	4295.66	-1171.85	-1171.85	-4295.66	1171.85	4295.66	
0.00	-0.00	-4296.99	1169.93	4296.99	-1169.93	-1169.93	-4296.99	1169.93	4296.99	
0.00	-0.00	-4298.32	1168.00	4298.32	-1168.00	-1168.00	-4298.32	1168.00	4298.32	
0.00	-0.00	-4299.65	1166.07	4299.65	-1166.07	-1166.07	-4299.65	1166.07	4299.65	
0.00	-0.00	-4300.98	1164.14	4300.98	-1164.14	-1164.14	-4300.98	1164.14	4300.98	
0.00	-0.00	-4302.31	1162.21	4302.31	-1162.21	-1162.21	-4302.31	1162.21	4302.31	
0.00	-0.00	-4303.63	1160.28	4303.63	-1160.28	-1160.28	-4303.63	1160.28	4303.63	
0.00	-0.00	-4304.95	1158.35	4304.95	-1158.35	-1158.35	-4304.95	1158.35	4304.95	
0.00	-0.00	-4306.27	1156.42	4306.27	-1156.42	-1156.42	-4306.27	1156.42	4306.27	
0.00	-0.00	-4307.58	1154.49	4307.58	-1154.49	-1154.49	-4307.58	1154.49	4307.58	
0.00	-0.00	-4308.90	1152.56	4308.90	-1152.56	-1152.56	-4308.90	1152.56	4308.90	
0.00	-0.00	-4310.21	1150.62	4310.21	-1150.62	-1150.62	-4310.21	1150.62	4310.21	
0.00	-0.00	-4311.51	1148.69	4311.51	-1148.69	-1148.69	-4311.51	1148.69	4311.51	
0.00	-0.00	-4312.82	1146.75	4312.82	-1146.75	-1146.75	-4312.82	1146.75	4312.82	
0.00	-0.00	-4314.12	1144.82	4314.12	-1144.82	-1144.82	-4314.12	1144.82	4314.12	
0.00	-0.00	-4315.42	1142.88	4315.42	-1142.88	-1142.88	-4315.42	1142.88	4315.42	
0.00	-0.00	-4316.72	1140.94	4316.72	-1140.94	-1140.94	-4316.72	1140.94	4316.72	
0.00	-0.00	-4318.02	1139.01	4318.02	-1139.01	-1139.01	-4318.02	1139.01	4318.02	
0.00	-0.00	-4319.31	1137.07	4319.31	-1137.07	-1137.07	-4319.31	1137.07	4319.31	
0.00	-0.00	-4320.60	1135.13	4320.60	-1135.13	-1135.13	-4320.60	1135.13	4320.60	
0.00	-0.00	-4321.89	1133.19	4321.89	-1133.19	-1133.19	-4321.89	1133.19	4321.89	
0.00	-0.00	-4323.18	1131.25	4323.18	-1131.25	-1131.25	-4323.18	1131.25	4323.18	
0.00	-0.00	-4324.46	1129.31	4324.46	-1129.31	-1129.31	-4324.46	1129.31	4324.46	
0.00	-0.00	-4325.74	1127.37	4325.74	-1127.37	-1127.37	-4325.74	1127.37	4325.74	
